phosphorus	340158118412401	2010-04-21	18.099999999999998	1.91	0.1	USEPA_HA_NonCancer
phosphorus	340156118411401	2010-04-21	10.1	1.11	0.1	USEPA_HA_NonCancer
phosphorus	340207118413301	2010-04-17	1.3999999999999997	0.24	0.1	USEPA_HA_NonCancer
phosphorus	340205118410101	2010-04-18	2.7	0.37	0.1	USEPA_HA_NonCancer
phosphorus	340210118405401	2010-04-19	3.0000000000000004	0.4	0.1	USEPA_HA_NonCancer
phosphorus	340209118410301	2010-04-18	0.7999999999999998	0.18	0.1	USEPA_HA_NonCancer
phosphorus	340155118410201	2010-04-19	18.799999999999997	1.98	0.1	USEPA_HA_NonCancer
phosphorus	340156118405201	2010-04-20	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
phosphorus	340155118405201	2010-04-20	3.1999999999999993	0.42	0.1	USEPA_HA_NonCancer
phosphorus	340245118411501	2010-04-21	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
phosphorus	340151118410101	2010-04-22	632.9999999999999	63.4	0.1	USEPA_HA_NonCancer
phosphorus	340157118404901	2010-04-20	1.3999999999999997	0.24	0.1	USEPA_HA_NonCancer
phosphorus	340157118404901	2010-04-20	4.699999999999999	0.57	0.1	USEPA_HA_NonCancer
phosphorus	344836118221104	2010-08-03	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
phosphorus	344836118221108	2010-08-03	0.6	0.16	0.1	USEPA_HA_NonCancer
phosphorus	340202118404401	2010-04-21	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
phosphorus	340203118410701	2010-04-18	9.6	1.06	0.1	USEPA_HA_NonCancer
phosphorus	340206118410701	2010-04-18	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
phosphorus	340242118410501	2010-04-21	3.1999999999999993	0.42	0.1	USEPA_HA_NonCancer
phosphorus	340230118410401	2010-04-17	5.5	0.65	0.1	USEPA_HA_NonCancer
phosphorus	340208118411001	2010-07-07	120.99999999999999	12.2	0.1	USEPA_HA_NonCancer
phosphorus	340156118412001	2010-07-07	7.199999999999999	0.82	0.1	USEPA_HA_NonCancer
phosphorus	340156118411101	2010-07-07	74.6	7.56	0.1	USEPA_HA_NonCancer
phosphorus	344751118241903	2011-07-22	0.7999999999999998	0.18	0.1	USEPA_HA_NonCancer
phosphorus	344751118241903	2011-10-13	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
phosphorus	344751118241903	2012-10-17	1.0	0.2	0.1	USEPA_HA_NonCancer
phosphorus	344751118241903	2013-02-05	1.0	0.2	0.1	USEPA_HA_NonCancer
phosphorus	344751118241903	2013-03-06	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
phosphorus	344751118241903	2013-03-18	1.2	0.22	0.1	USEPA_HA_NonCancer
phosphorus	344751118241911	2011-07-22	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
phosphorus	344751118241911	2011-11-29	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2011-02-02	2.4	0.34	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2011-02-24	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2011-04-01	2.4	0.34	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2011-07-22	2.0999999999999996	0.31	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2011-10-13	2.7	0.37	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2011-11-29	3.0000000000000004	0.4	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2012-02-02	2.6	0.36	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2012-03-15	2.7	0.37	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2012-05-18	2.4	0.34	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2012-05-30	2.1999999999999997	0.32	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2012-10-17	2.6	0.36	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2013-02-05	2.6	0.36	0.1	USEPA_HA_NonCancer
phosphorus	344751118241921	2013-03-06	2.4	0.34	0.1	USEPA_HA_NonCancer
phosphorus	344751118241925	2011-03-08	0.6	0.16	0.1	USEPA_HA_NonCancer
phosphorus	344751118241925	2011-04-01	0.7000000000000001	0.17	0.1	USEPA_HA_NonCancer
phosphorus	344751118241925	2011-07-22	0.8999999999999999	0.19	0.1	USEPA_HA_NonCancer
phosphorus	344751118241925	2011-10-13	0.7999999999999998	0.18	0.1	USEPA_HA_NonCancer
phosphorus	344751118241925	2011-11-29	0.7000000000000001	0.17	0.1	USEPA_HA_NonCancer
phosphorus	344751118241925	2012-02-02	0.09999999999999995	0.11	0.1	USEPA_HA_NonCancer
phosphorus	344751118241925	2012-03-15	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
phosphorus	344751118241925	2012-05-30	0.4999999999999999	0.15	0.1	USEPA_HA_NonCancer
phosphorus	344751118241925	2012-07-16	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
phosphorus	344751118241925	2012-08-15	0.4999999999999999	0.15	0.1	USEPA_HA_NonCancer
340158118412401	arsenic	2010-04-21	12213.285714285716	17.1	0.0014	USEPA_MCL_Goal
340158118412401	iron	2010-04-21	3.933333333333333	1480.0	300.0	USEPA_Sec_MCL
340158118412401	manganese	2010-04-21	5.68	334.0	50.0	USEPA_Sec_MCL
